cluster,LogID,ConcatenatedLog
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_210,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_211,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_212,SetEndOfFileInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_213,RegOpenKey HKLM\Software\Policies\Microsoft\Windows\System SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_214,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileChunkSize NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_215,RegQueryValue HKLM\SOFTWARE\Policies\Microsoft\Windows\System\CopyFileOverlappedCount NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_216,RegCloseKey HKLM\SOFTWARE\Policies\Microsoft\Windows\System SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_217,RegOpenKey HKLM\System\CurrentControlSet\Services\bindflt REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_218,RegOpenKey HKLM\System\CurrentControlSet\Services\bindflt SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_219,RegQueryValue HKLM\System\CurrentControlSet\Services\bindflt\SupportedFeatures SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_220,RegCloseKey HKLM\System\CurrentControlSet\Services\bindflt SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_221,RegOpenKey HKLM\System\CurrentControlSet\Services\SysmonDrv REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_222,RegOpenKey HKLM\System\CurrentControlSet\Services\SysmonDrv SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_223,RegQueryValue HKLM\System\CurrentControlSet\Services\SysmonDrv\SupportedFeatures NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_224,RegCloseKey HKLM\System\CurrentControlSet\Services\SysmonDrv SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_225,RegOpenKey HKLM\System\CurrentControlSet\Services\PROCMON24 REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_226,RegOpenKey HKLM\System\CurrentControlSet\Services\PROCMON24 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_227,RegQueryValue HKLM\System\CurrentControlSet\Services\PROCMON24\SupportedFeatures SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_228,RegCloseKey HKLM\System\CurrentControlSet\Services\PROCMON24 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_229,RegOpenKey HKLM\System\CurrentControlSet\Services\luafv REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_230,RegOpenKey HKLM\System\CurrentControlSet\Services\luafv SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_231,RegQueryValue HKLM\System\CurrentControlSet\Services\luafv\SupportedFeatures SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_232,RegCloseKey HKLM\System\CurrentControlSet\Services\luafv SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_233,RegOpenKey HKLM\System\CurrentControlSet\Services\Wof REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_234,RegOpenKey HKLM\System\CurrentControlSet\Services\Wof SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_235,RegQueryValue HKLM\System\CurrentControlSet\Services\Wof\SupportedFeatures SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_236,RegCloseKey HKLM\System\CurrentControlSet\Services\Wof SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_237,RegOpenKey HKLM\System\CurrentControlSet\Services\FileInfo REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_238,RegOpenKey HKLM\System\CurrentControlSet\Services\FileInfo SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_239,RegQueryValue HKLM\System\CurrentControlSet\Services\FileInfo\SupportedFeatures SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_240,RegCloseKey HKLM\System\CurrentControlSet\Services\FileInfo SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_241,ReadFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_242,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_243,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_244,QueryStandardInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_245,WriteFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_246,ReadFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_247,WriteFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_248,ReadFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_249,WriteFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_250,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_251,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_252,SetBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_253,QueryRemoteProtocolInformation C:\svchost.exe INVALID PARAMETER cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_254,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_255,CloseFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_256,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_257,QueryBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_258,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_259,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_260,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_261,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_262,SetBasicInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_263,CloseFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_264,CloseFile C:\Windows\System32\cmd.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_265,QueryDirectory C:\Windows\System32 NO MORE FILES cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_266,CloseFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_267,RegOpenKey HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_268,RegOpenKey HKLM\System\CurrentControlSet\Control\StateSeparation\RedirectionMap\Keys NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_269,RegOpenKey HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\en-US NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_270,CreateFile C:\Windows\System32\en-US\cmd.exe.mui SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_271,CreateFileMapping C:\Windows\System32\en-US\cmd.exe.mui FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_272,QueryStandardInformationFile C:\Windows\System32\en-US\cmd.exe.mui SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_273,CreateFileMapping C:\Windows\System32\en-US\cmd.exe.mui SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_274,FileSystemControl \\localhost\IPC$ FS DRIVER REQUIRED cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_275,CloseFile \\localhost\IPC$ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_276,ReadFile C:\Windows\System32\drivers\rdbss.sys SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_277,ReadFile C:\Windows\System32\drivers\rdbss.sys SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_278,CreateFile \\localhost\c$\T1105.txt SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_279,ReadFile C:\Windows\System32\drivers\rdbss.sys SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_280,QueryDeviceInformationVolume \\localhost\c$\T1105.txt SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_281,CreateFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_282,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_283,QueryInformationVolume C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_284,CloseFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_285,CreateFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_286,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_287,QueryNameInformationFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_288,QueryDirectory C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_289,CloseFile C:\ SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_290,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions\000603xx SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_291,CreateFile C:\Windows\Globalization\Sorting\SortDefault.nls SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_292,CreateFileMapping C:\Windows\Globalization\Sorting\SortDefault.nls FILE LOCKED WITH ONLY READERS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_293,QueryStandardInformationFile C:\Windows\Globalization\Sorting\SortDefault.nls SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_294,CreateFileMapping C:\Windows\Globalization\Sorting\SortDefault.nls SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_295,CloseFile C:\Windows\Globalization\Sorting\SortDefault.nls SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_296,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids REPARSE cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
3,00e4883d-a791-4e87-8786-0c9fc7ba2478_297,RegOpenKey HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_298,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en-US NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_299,RegQueryValue HKLM\System\CurrentControlSet\Control\Nls\Sorting\Ids\en NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_300,CreateFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
1,00e4883d-a791-4e87-8786-0c9fc7ba2478_301,QueryBasicInformationFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_302,CloseFile C:\Windows\System32 SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
0,00e4883d-a791-4e87-8786-0c9fc7ba2478_303,RegOpenKey HKLM\Software\Microsoft\Windows NT\CurrentVersion\Image File Execution Options SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
6,00e4883d-a791-4e87-8786-0c9fc7ba2478_304,RegOpenKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_305,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\UseFilter NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
5,00e4883d-a791-4e87-8786-0c9fc7ba2478_306,RegQueryValue HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe\LoadCHPEBinaries NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
7,00e4883d-a791-4e87-8786-0c9fc7ba2478_307,RegCloseKey HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
8,00e4883d-a791-4e87-8786-0c9fc7ba2478_308,RegOpenKey HKLM\Software\Microsoft\Wow64\x86\xtajit NAME NOT FOUND cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
4,00e4883d-a791-4e87-8786-0c9fc7ba2478_309,CreateFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_310,QueryNameInformationFile C:\svchost.exe BUFFER OVERFLOW cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
9,00e4883d-a791-4e87-8786-0c9fc7ba2478_311,QueryNameInformationFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
2,00e4883d-a791-4e87-8786-0c9fc7ba2478_312,WriteFile C:\svchost.exe SUCCESS cmd.exe /C copy C:\Windows\System32\cmd.exe C:\svchost.exe && C:\svchost.exe /c echo T1105 > \\localhost\c$\T1105.txt
